Date,Price
2020-01-15,3014.5
2020-01-16,2985
2020-01-17,2971.5
2020-01-20,2963
2020-01-21,2931.5
2020-01-22,2974
2020-01-23,2991.5
2020-01-24,2984
2020-01-28,2736
2020-01-29,2777.5
2020-01-30,2689
2020-01-31,2680
2020-02-03,2658.5
2020-02-04,2696
2020-02-05,2790.5
2020-02-06,2873.5
2020-02-07,2885
2020-02-10,2859.5
2020-02-11,2774.5
2020-02-12,2703
2020-02-13,2694.5
2020-02-14,2683
2020-02-17,2709
2020-02-18,2708.5
2020-02-19,2694.5
2020-02-20,2649
2020-02-21,2667
2020-02-24,2645
2020-02-25,2545
2020-02-26,2509.5
2020-02-27,2486.5
2020-02-28,2413.5
2020-03-02,2394.5
2020-03-03,2377.5
2020-03-04,2432
2020-03-05,2517
2020-03-06,2491
2020-03-09,2274
2020-03-10,2366.5
2020-03-11,2345.5
2020-03-12,2323
2020-03-13,2307
2020-03-16,2280.5
2020-03-17,2322.5
2020-03-18,2300.5
2020-03-19,2264.5
2020-03-20,2311
2020-03-23,2316
2020-03-24,2370.5
2020-03-25,2429.5
2020-03-26,2423.5
2020-03-27,2445
2020-03-30,2482
2020-03-31,2392.5
2020-04-01,2472.5
2020-04-02,2454
2020-04-03,2366
2020-04-06,2334.5
2020-04-07,2356.5
2020-04-08,2420
2020-04-09,2432
2020-04-10,2355.5
2020-04-13,2326
2020-04-14,2284.5
2020-04-15,2295.5
2020-04-16,2290
2020-04-17,2291.5
2020-04-20,2308.5
2020-04-21,2171
2020-04-22,2131
2020-04-23,2131.5
2020-04-24,2162
2020-04-27,2049
2020-04-28,2046.5
2020-04-29,2058
2020-04-30,2096.5
2020-05-04,2068.5
2020-05-05,2037
2020-05-06,2025.5
2020-05-08,2036.5
2020-05-11,2036.5
2020-05-12,2021.5
2020-05-13,2037
2020-05-14,2030.5
2020-05-15,2081
2020-05-18,2138.5
2020-05-19,2183
2020-05-20,2182
2020-05-21,2191
2020-05-22,2208
2020-05-27,2254.5
2020-05-28,2273
2020-05-29,2283
2020-06-01,2366
2020-06-02,2374
2020-06-03,2389.5
2020-06-04,2389.5
2020-06-05,2379.5
2020-06-09,2413
2020-06-10,2404.5
2020-06-11,2390
2020-06-12,2387
2020-06-15,2369
2020-06-16,2403.5
2020-06-17,2415
2020-06-18,2419.5
2020-06-19,2483
2020-06-22,2486
2020-06-23,2502
2020-06-24,2515
2020-06-25,2470
2020-06-26,2460.5
2020-06-29,2391
2020-06-30,2392
2020-07-01,2396
2020-07-02,2420.5
2020-07-03,2414
2020-07-06,2422.5
2020-07-07,2423
2020-07-08,2438
2020-07-09,2451.5
